"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"NORGABE","NORGABE","336852_Barakaldo_GPON","336852_Barakaldo_GPON","","","Disponible","3"
"NORGABE","NORGABE","336852_Gijon_GPON","336852_Gijon_GPON","","","Pausado","8"
"NORGABE","NORGABE","336852_NORGABE_CORUÑA_FTTH10","336852_NORGABE_CORUÑA_FTTH10","","","Disponible","3"
"NORGABE","NORGABE","336852_Norgabe_Sondika (336852_Sondika_GPON) [Cisco IOS ADSL Cisco Device]","336852_Norgabe_Sondika (336852_Sondika_GPON) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"NORGABE IRUN","NORGABE IRUN","static.29.87.195.213.ibercom.com (Device 3)","static.29.87.195.213.ibercom.com (Device 3)","","","Disponible","3"
"Norsis_338297","Norsis_338297","Norsis ADSL Datos 914355693","Norsis ADSL Datos 914355693","","","Disponible","3"
"Norsis_338297","Norsis_338297","Nosis ADSL 914310568 Voz","Nosis ADSL 914310568 Voz","","","Disponible","3"
"Novartis-Tyco","Novartis-Tyco","FTTH_Novartis_Tyco_Barcelona","FTTH_Novartis_Tyco_Barcelona","","","Disponible","3"
"Novartis-Tyco","Novartis-Tyco","FTTH_Novartis_Tyco_Madrid (Novartis FTTH Madrid) [Cisco Device]","FTTH_Novartis_Tyco_Madrid (Novartis FTTH Madrid) [Cisco Device]","","","Disponible","3"
"NUCLENOR","NUCLENOR","F41963 NUCLENOR MADRID FTTH 10M BT","F41963 NUCLENOR MADRID FTTH 10M BT","","","Pausado","8"
"NUCLENOR","NUCLENOR","F41963 NUCLENOR BURGOS 100M FO IBERFIBRA","F41963 NUCLENOR BURGOS 100M FO IBERFIBRA","","","Disponible","3"
"NUCLENOR","NUCLENOR","F41963 NUCLENOR SANTANDER 100M ONO","F41963 NUCLENOR SANTANDER 100M ONO","","","Disponible","3"
"NUDEC","NUDEC","rou_1-3Q66W_NUDEC (rou_Nudec (500Mbps ADAMO)) [Cisco IOS Cisco Device]","rou_1-3Q66W_NUDEC (rou_Nudec (500Mbps ADAMO)) [Cisco IOS Cisco Device]","","","Disponible","3"
"NUDEC","NUDEC","rou_1-3Q66W_NUDEC","rou_1-3Q66W_NUDEC","","","Pausado (pausado)","7"
"NUDEC","NUDEC","rou_1-3Q66W_NUDEC (rou_1-3Q6WW_Nudec_Backup) [Cisco IOS Cisco Device]","rou_1-3Q66W_NUDEC (rou_1-3Q6WW_Nudec_Backup) [Cisco IOS Cisco Device]","","","Disponible","3"
"OFICINA - BARCELONA","OFICINA - BARCELONA","Oficina Barcelona_PPAL_ADAMO","Oficina Barcelona_PPAL_ADAMO","","","Disponible","3"
"OFICINA - BARCELONA","OFICINA - BARCELONA","Oficina Barcelona_BCKP_LTE","Oficina Barcelona_BCKP_LTE","","","Disponible","3"
"OLIVER Y BATLLE S.A","OLIVER Y BATLLE S.A","1-1EOXX_OLIVER_Treballadors_VPN","1-1EOXX_OLIVER_Treballadors_VPN","","","Disponible","3"
"OLIVER Y BATLLE S.A","OLIVER Y BATLLE S.A","1-1EOXX_OLIVER_CTRA.MATARO_VPN","1-1EOXX_OLIVER_CTRA.MATARO_VPN","","","Disponible","3"
"OLIVER Y BATLLE S.A","OLIVER Y BATLLE S.A","1-1EOXX_OLIVER_CTRA.MATARO_INTERNET","1-1EOXX_OLIVER_CTRA.MATARO_INTERNET","","","Disponible","3"
"OLOCEN, S.L. - Azuqueca de Henares","OLOCEN, S.L. - Azuqueca de Henares","339364_OLOCEN, S.L.","339364_OLOCEN, S.L.","","","Disponible","3"
"ONCHENA","ONCHENA","338394 ONCHENA NEW","338394 ONCHENA NEW","","","Disponible","3"
"ONCHENA","ONCHENA","338394_ONCHENA_c1841_OLD","338394_ONCHENA_c1841_OLD","","","Pausado (pausado)","7"
"ONOK LUZ TECNICA","ONOK LUZ TECNICA","OnokLuzTecnica","OnokLuzTecnica","","","Disponible","3"
"OPTIMA","OPTIMA","324259_Optima [Cisco IOS Cisco Device]","324259_Optima [Cisco IOS Cisco Device]","","","Pausado","8"
"ORERETA IKASTOLA","ORERETA IKASTOLA","CEA Jaizquibel - Orereta Ikastola","CEA Jaizquibel - Orereta Ikastola","","","Disponible","3"
"ORERETA IKASTOLA","ORERETA IKASTOLA","rou_338644_Orereta_Ika","rou_338644_Orereta_Ika","","","Disponible","3"
"ORERETA IKASTOLA","ORERETA IKASTOLA","Orereta Ikastola - CEA Jaizquibel","Orereta Ikastola - CEA Jaizquibel","","","Disponible","3"
"Ovanet","Ovanet","rou_200887_Ovanet_BGP Backup_Malaga","rou_200887_Ovanet_BGP Backup_Malaga","","","Disponible","3"
"Ovanet","Ovanet","Ovanet - CE Valencina (Device 4)","Ovanet - CE Valencina (Device 4)","","","Disponible","3"
"Ovanet","Ovanet","CE Valencina - Ovanet Dos Hermanas (Device 3)","CE Valencina - Ovanet Dos Hermanas (Device 3)","","","Disponible","3"
"Ovanet","Ovanet","rou_200887_Ovanet","rou_200887_Ovanet","","","Disponible","3"
"OVANET_FIBRA","OVANET_FIBRA","10.97.16.13 (rou_200887 - OVANET_Fibra_ONO)","10.97.16.13 (rou_200887 - OVANET_Fibra_ONO)","","","Disponible","3"
"OXICORTES DEL VALLES","OXICORTES DEL VALLES","335112_OXICORTES_10M_NEO","335112_OXICORTES_10M_NEO","","","Pausado","8"
"PAIDA CABLE - GRUPO DAMITEL","PAIDA CABLE - GRUPO DAMITEL","swi_290000","swi_290000","","","Disponible","3"
"PAIDA CABLE - GRUPO DAMITEL","PAIDA CABLE - GRUPO DAMITEL","290000_Paidacable","290000_Paidacable","","","Disponible","3"
"PAPELERIA DEL NERVION","PAPELERIA DEL NERVION","333678_PapelNervion (4M/4M)","333678_PapelNervion (4M/4M)","","","Disponible","3"
"PARQUE RESIDENCIAL DE OCIO LA ROSALEDA","PARQUE RESIDENCIAL DE OCIO LA ROSALEDA","338799_La Rosaleda_CPE","338799_La Rosaleda_CPE","","","Disponible","3"
"PASTELERIA AGUIRRE SL","PASTELERIA AGUIRRE SL","339441_PASTELERIA AGUIRRE SL","339441_PASTELERIA AGUIRRE SL","","","Disponible","3"
"PASTELERIA AGUIRRE SL","PASTELERIA AGUIRRE SL","Antena_cliente","Antena_cliente","","","Disponible","3"
"Pechina","Pechina","Deportes Andarax PPAL 200M radio","Deportes Andarax PPAL 200M radio","","","Disponible","3"
"Pechina","Pechina","Ego Sport 50M Axion","Ego Sport 50M Axion","","","Disponible","3"
"Pechina","Pechina","AGW_PECHINA","AGW_PECHINA","","","Disponible","3"
"Pechina","Pechina","Radio Deportes Andarax - CEX Pechina","Radio Deportes Andarax - CEX Pechina","","","Disponible","3"
"Pechina","Pechina","Radio CEX Pechina - Deportes Andarax","Radio CEX Pechina - Deportes Andarax","","","Disponible","3"
"Pechina","Pechina","Deportes Andarax BCK 10M GPON BT","Deportes Andarax BCK 10M GPON BT","","","Disponible","3"
"PEROXIDOS FARMACEUTICOS","PEROXIDOS FARMACEUTICOS","F33804 PEROXIDOS FARMACEUTICOS 300M Sarenet","F33804 PEROXIDOS FARMACEUTICOS 300M Sarenet","","","Disponible","3"
"PEROXIDOS FARMACEUTICOS","PEROXIDOS FARMACEUTICOS","F33804_Peroxidos_20M (F33804 PEROXIDOS FARMACEUTICOS 20M Aire_Abrera) [Cisco IOS Cisco Device]","F33804_Peroxidos_20M (F33804 PEROXIDOS FARMACEUTICOS 20M Aire_Abrera) [Cisco IOS Cisco Device]","","","Disponible","3"
"PESCADOS LADIMAR","PESCADOS LADIMAR","709316_Ladimar","709316_Ladimar","","","Disponible","3"
"PESCADOS LADIMAR","PESCADOS LADIMAR","ADI_213.195.87.72","ADI_213.195.87.72","","","Disponible","3"
"PESCADOS Y MARISCOS MARIMBA","PESCADOS Y MARISCOS MARIMBA","710508_Marimba","710508_Marimba","","","Disponible","3"
"PEYCAR PLATAFORM","PEYCAR PLATAFORM","325582 Peycar Plataform 4M AIRE VPLS","325582 Peycar Plataform 4M AIRE VPLS","","","Disponible","3"
"Pilas - test","Pilas - test","Nivis_ppal","Nivis_ppal","","","Disponible","3"
"Pilas - test","Pilas - test","Host prueba- conectado a cabecera fibra","Host prueba- conectado a cabecera fibra","","","Disponible","3"
"Pilas - test","Pilas - test","Cabecera de fibra - Pilas","Cabecera de fibra - Pilas","","","Disponible","3"
"PLASBEL PLASTICOS","PLASBEL PLASTICOS","1-5NUIZ Plasbel Plasticos","1-5NUIZ Plasbel Plasticos","","","Pausado","8"
"PLASTICOS COMPUESTOS","PLASTICOS COMPUESTOS","1-AH1BC Plasticos Compuestos 100M Fibra PPAL Adamo","1-AH1BC Plasticos Compuestos 100M Fibra PPAL Adamo","","","Disponible","3"
"PLASTICOS COMPUESTOS","PLASTICOS COMPUESTOS","1-AH1BC Plasticos Compuestos LTE Backup","1-AH1BC Plasticos Compuestos LTE Backup","","","Disponible","3"
"PLASTICOS_ALAI","PLASTICOS_ALAI","F40124_PLASTICOS_ALAI (router)","F40124_PLASTICOS_ALAI (router)","","","Disponible","3"
"PLAYA ATLANTICO","PLAYA ATLANTICO","333352_PLAYA_ATLANTICO","333352_PLAYA_ATLANTICO","","","Disponible","3"
"PLAYA ATLANTICO","PLAYA ATLANTICO","333352_PLAYA_ATLANTICO (WIFI CANARIAS))","333352_PLAYA_ATLANTICO (WIFI CANARIAS))","","","Pausado","8"
"PREVISEGUR","PREVISEGUR","Previsegur_Router1 (Previsegur router 1) [ADSL Cisco Device]","Previsegur_Router1 (Previsegur router 1) [ADSL Cisco Device]","","","Disponible","3"
"PREVISEGUR","PREVISEGUR","Previsegur_Router2 (Previsegur Router 2) [ADSL Cisco Device]","Previsegur_Router2 (Previsegur Router 2) [ADSL Cisco Device]","","","Pausado","8"
"PRIINET (antiguo Juan Luis Polvillo)","PRIINET (antiguo Juan Luis Polvillo)","Villablanca - CEX Punta Umbria (Antena Ceragon cliente)","Villablanca - CEX Punta Umbria (Antena Ceragon cliente)","","","Disponible","3"
"PRIINET (antiguo Juan Luis Polvillo)","PRIINET (antiguo Juan Luis Polvillo)","CEX Punta Umbria - Villablanca (Antena Ceragon nodo)","CEX Punta Umbria - Villablanca (Antena Ceragon nodo)","","","Disponible","3"
"PRIINET (antiguo Juan Luis Polvillo)","PRIINET (antiguo Juan Luis Polvillo)","SW_216386 Priinet 400M Ceragon","SW_216386 Priinet 400M Ceragon","","","Disponible","3"
"PRIINET (antiguo Juan Luis Polvillo)","PRIINET (antiguo Juan Luis Polvillo)","rou_216368_Priinet","rou_216368_Priinet","","","Pausado (pausado)","7"
"PRODUCTOS FLORIDA","PRODUCTOS FLORIDA","ProdFlorida_Alicante (Productos Florida Alicante) [Cisco Device]","ProdFlorida_Alicante (Productos Florida Alicante) [Cisco Device]","","","Disponible","3"
"PRODUCTOS FLORIDA","PRODUCTOS FLORIDA","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","","","Disponible","3"
"PROFARMACO","PROFARMACO","rou_Profarmaco_FTTH_30/30_Sarenet","rou_Profarmaco_FTTH_30/30_Sarenet","","","Disponible","3"
"PROFARMACO","PROFARMACO","rou_Profarmaco_LTE_50/20_Neutra","rou_Profarmaco_LTE_50/20_Neutra","","","Disponible","3"
"PUERTAS DILE","PUERTAS DILE","Route_213.195.87.57","Route_213.195.87.57","","","Disponible","3"
"PUERTAS DILE","PUERTAS DILE","Router_213.195.87.77","Router_213.195.87.77","","","Disponible","3"
"PZA CATALUÑA","PZA CATALUÑA","Geslico_LTE_bckp_80/20","Geslico_LTE_bckp_80/20","","","Disponible","3"
"PZA CATALUÑA","PZA CATALUÑA","Geslico_Ppal_100mb","Geslico_Ppal_100mb","","","Disponible","3"
"QVANTEL","QVANTEL","10.97.19.177 (rou_F40169_Qvantel)","10.97.19.177 (rou_F40169_Qvantel)","","","Disponible","3"
"RACMO GESTION","RACMO GESTION","334892_Racmo_Bloque3_RADIO_Ibercom-Racmo","334892_Racmo_Bloque3_RADIO_Ibercom-Racmo","","","Disponible","3"
"RACMO GESTION","RACMO GESTION","334892_Racmo_Bloque3_RADIO_Racmo-Ibercom","334892_Racmo_Bloque3_RADIO_Racmo-Ibercom","","","Pausado","8"
"RACMO GESTION","RACMO GESTION","rou_334892_Racmo_2 (Racmo_Tesa_2_28110001103940) [Cisco IOS Cisco Device]","rou_334892_Racmo_2 (Racmo_Tesa_2_28110001103940) [Cisco IOS Cisco Device]","","","Disponible","3"
"RACMO GESTION","RACMO GESTION","334892_RACMO_GESTION(SSebastian Reyes)","334892_RACMO_GESTION(SSebastian Reyes)","","","Disponible","3"
"RACMO GESTION","RACMO GESTION","334892_Racmo_Bloque3 ADI 30/30","334892_Racmo_Bloque3 ADI 30/30","","","Pausado","8"
"RACMO GESTION","RACMO GESTION","rou_334892_Racmo (Racmo_Tesa_1_28110001103938) [Cisco IOS Cisco Device]","rou_334892_Racmo (Racmo_Tesa_1_28110001103938) [Cisco IOS Cisco Device]","","","Disponible","3"
"RACOMUR","RACOMUR","201012_Racomur_200M_Backup","201012_Racomur_200M_Backup","","","Disponible","3"
"RACOMUR","RACOMUR","sw_201012_Racomur (en cliente)","sw_201012_Racomur (en cliente)","","","Disponible","3"
"RACOMUR","RACOMUR","s201012_Racomur (en punto intermedio de cliente)","s201012_Racomur (en punto intermedio de cliente)","","","Disponible","3"
"RAIZ TECNICAS DE IMPRESION","RAIZ TECNICAS DE IMPRESION","F33659 Raiz Tecnicas graficas FTTH 100M Sarenet","F33659 Raiz Tecnicas graficas FTTH 100M Sarenet","","","Disponible","3"
"REAL CONSULADO GENERAL DE NORUEGA","REAL CONSULADO GENERAL DE NORUEGA","F42269_Real_Consulado_Noruega","F42269_Real_Consulado_Noruega","","","Disponible","3"
"RECTIFICADOS SAMI S.L.","RECTIFICADOS SAMI S.L.","10.97.123.149 (FTTH_10M_SARENET_RECTIFICADOS SAMI) [Webserver]","10.97.123.149 (FTTH_10M_SARENET_RECTIFICADOS SAMI) [Webserver]","","","Disponible","3"
"RESTAURANTE MIKEL","RESTAURANTE MIKEL","static.34.87.195.213.ibercom.com (RESTAURANTE MIKEL)","static.34.87.195.213.ibercom.com (RESTAURANTE MIKEL)","","","Disponible","3"
"RICOTE CT Abertis","RICOTE CT Abertis","AGW_22_RICOTE","AGW_22_RICOTE","","","Disponible","3"
"Robert Michale Span","Robert Michale Span","Sw_F33264_Robert_Span","Sw_F33264_Robert_Span","","","Disponible","3"
"RODAMIENTOS Y SERVICIOS S.L.","RODAMIENTOS Y SERVICIOS S.L.","1-3HKPP_Rodamientos_y_Servicios","1-3HKPP_Rodamientos_y_Servicios","","","Disponible","3"
"RODRISER IND. AERON. ESPAÑOLA S.L","RODRISER IND. AERON. ESPAÑOLA S.L","10.97.13.137_Rodriser","10.97.13.137_Rodriser","","","Disponible","3"
"ROHDE & SCHWARZ","ROHDE & SCHWARZ","ROHDE_309642_Barcelona","ROHDE_309642_Barcelona","","","Disponible","3"
"ROHDE & SCHWARZ","ROHDE & SCHWARZ","ROHDE_309642_Madrid","ROHDE_309642_Madrid","","","Disponible","3"
"ROSMIMAN","ROSMIMAN","1-4TPCU_Rosmiman_20M (Rosmiman 20M Radio (Aire Networks)) [Cisco IOS Cisco Device]","1-4TPCU_Rosmiman_20M (Rosmiman 20M Radio (Aire Networks)) [Cisco IOS Cisco Device]","","","Disponible","3"
"Routers E1 y VPNs","Routers E1 y VPNs","rou_Ibereolica_VPNs_1 [Cisco IOS Cisco Device]","rou_Ibereolica_VPNs_1 [Cisco IOS Cisco Device]","","","Disponible","3"
"Routers E1 y VPNs","Routers E1 y VPNs","rou_Ibereolica_VPNs_2 [Cisco IOS Cisco Device]","rou_Ibereolica_VPNs_2 [Cisco IOS Cisco Device]","","","Disponible","3"
"Routers E1 y VPNs","Routers E1 y VPNs","rou_Ibereolica_E1_#2 [Cisco IOS Cisco Device]","rou_Ibereolica_E1_#2 [Cisco IOS Cisco Device]","","","Disponible","3"
"Routers E1 y VPNs","Routers E1 y VPNs","rou_Ibereolica_E1_#1 [Cisco IOS Cisco Device]","rou_Ibereolica_E1_#1 [Cisco IOS Cisco Device]","","","Disponible","3"
"RUFINA EIZMENDI ZUBILLAGA","RUFINA EIZMENDI ZUBILLAGA","Router_213.195.87.83","Router_213.195.87.83","","","Disponible","3"
"SABINO MATESANZ","SABINO MATESANZ","330129_Sabino_Matesanz","330129_Sabino_Matesanz","","","Disponible","3"
"SABINO MATESANZ","SABINO MATESANZ","Antena_Cliente","Antena_Cliente","","","Disponible","3"
"SALESLAND","SALESLAND","330402_SALESLAND","330402_SALESLAND","","","Disponible","3"
"SAN JOSE LOPEZ","SAN JOSE LOPEZ","San Jose Lopez Madrid FTTH 30M Sarenet","San Jose Lopez Madrid FTTH 30M Sarenet","","","Disponible","3"
"SAN JOSE LOPEZ","SAN JOSE LOPEZ","San Jose Lopez Algeciras GPON 10M BT","San Jose Lopez Algeciras GPON 10M BT","","","Disponible","3"
"SANEAMIENTOS GONZALEZ S.L.","SANEAMIENTOS GONZALEZ S.L.","F43047_SANEAMIENTOS_GONZALEZ","F43047_SANEAMIENTOS_GONZALEZ","","","Pausado","8"
"SANGANXA MUSIC STORE","SANGANXA MUSIC STORE","336340 Sanganxa Music","336340 Sanganxa Music","","","Disponible","3"
"SANTEN PHARMACEUTICAL SPAIN SL","SANTEN PHARMACEUTICAL SPAIN SL","339287 Santen Pharmaceutical Spain SL","339287 Santen Pharmaceutical Spain SL","","","Disponible","3"
"SARASOLA","SARASOLA","338369_Sarasola","338369_Sarasola","","","Disponible","3"
"SARVAL BIO INDUSTRIES NOROESTE","SARVAL BIO INDUSTRIES NOROESTE","337722_SARVAL_10M_Ono (Circuito ONO 10M - 337722 - SARVAL BIO INDUSTRIES NOROESTE) [Cisco IOS Cisco Device]","337722_SARVAL_10M_Ono (Circuito ONO 10M - 337722 - SARVAL BIO INDUSTRIES NOROESTE) [Cisco IOS Cisco Device]","","","Disponible","3"
"SATELVEX (Soneja)","SATELVEX (Soneja)","216280_Satelvex","216280_Satelvex","","","Disponible","3"
"SCHWEITZER ENGINEERING LABORATORIES ESPAÑA SL","SCHWEITZER ENGINEERING LABORATORIES ESPAÑA SL","F40145_Scweitzer_Engineering_Laboratories_España","F40145_Scweitzer_Engineering_Laboratories_España","","","Pausado","8"
"SECANIM","SECANIM","rou_337733_Secanim_Seg","rou_337733_Secanim_Seg","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Ibereolica_V_Rubio (rou_Exp_Eolicas_Velez_Rubio) [Cisco IOS Cisco Device]","rou_Ibereolica_V_Rubio (rou_Exp_Eolicas_Velez_Rubio) [Cisco IOS Cisco Device]","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Hidroelectrica_Europea","rou_Hidroelectrica_Europea","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Ibereolica_Solar_Olivenza","rou_Ibereolica_Solar_Olivenza","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Ibereolica_Padornelo_Bronce(Salida Internet)","rou_Ibereolica_Padornelo_Bronce(Salida Internet)","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Ibereolica_Padornelo_Telemetria","rou_Ibereolica_Padornelo_Telemetria","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Parque_Eolico_Las_Regueras","rou_Parque_Eolico_Las_Regueras","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Parque_Eolico_El_Moral","rou_Parque_Eolico_El_Moral","","","Disponible","3"
"Sedes Satelite","Sedes Satelite","rou_Ibereolica_Solar_Moron","rou_Ibereolica_Solar_Moron","","","Disponible","3"
"SEGIS","SEGIS","334247_SEGIS","334247_SEGIS","","","Disponible","3"
"SERCOSOFT SL","SERCOSOFT SL","Sercosoft_100MUfinet_338322","Sercosoft_100MUfinet_338322","","","Disponible","3"
"SERCOSOFT SL","SERCOSOFT SL","Sercosoft_LTE_Backup","Sercosoft_LTE_Backup","","","Disponible","3"
"Serglass Industria Del Vidrio, S.L","Serglass Industria Del Vidrio, S.L","336589_Serglass_Industria_Del_Vidrio","336589_Serglass_Industria_Del_Vidrio","","","Disponible","3"
"Servicios Integrales Por Cable","Servicios Integrales Por Cable","cazallaTV (298000)","cazallaTV (298000)","","","Disponible","3"
"Servicios Integrales Por Cable","Servicios Integrales Por Cable","cazallaTV (298000)_BGP_Backup_Telvent_Sevilla","cazallaTV (298000)_BGP_Backup_Telvent_Sevilla","","","Pausado (pausado)","7"
"Servicios Integrales Por Cable","Servicios Integrales Por Cable","(swi_298000)","(swi_298000)","","","Disponible","3"
"SERVICOMPUT","SERVICOMPUT","333004_Servicomput","333004_Servicomput","","","Pausado","8"
"SERVINFORM","SERVINFORM","rou_Activa_Servinform.yourdomain.com (rou_Activa_y_Servinform) [Cisco IOS Cisco Device]","rou_Activa_Servinform.yourdomain.com (rou_Activa_y_Servinform) [Cisco IOS Cisco Device]","","","Disponible","3"
"SERVINFORM","SERVINFORM","SERVINFORM_FTTH_LopezdeHoyos","SERVINFORM_FTTH_LopezdeHoyos","","","Disponible","3"
"SERVYTEC NETWORKS S.L.","SERVYTEC NETWORKS S.L.","F40959_Servytec_Networks","F40959_Servytec_Networks","","","Disponible","3"
"SIC CRISTALIZA S.L.","SIC CRISTALIZA S.L.","324488_SIC_CRISTALIZA_S.L.","324488_SIC_CRISTALIZA_S.L.","","","Pausado","8"
"SICE","SICE","Sice algeciras_332441","Sice algeciras_332441","","","Pausado (pausado)","7"
"SICE","SICE","SICE_320528_GW_Exte_Moviles","SICE_320528_GW_Exte_Moviles","","","Disponible","3"
"SICE","SICE","SICE_312927_Sarenet_10M_Sant_Boi_Principal","SICE_312927_Sarenet_10M_Sant_Boi_Principal","","","Disponible","3"
"SICE","SICE","SICE_320528_Voip","SICE_320528_Voip","","","Disponible","3"
"SICE","SICE","SICE_320528_Datos","SICE_320528_Datos","","","Disponible","3"
"SICE","SICE","SICE_312927_Neo_10M_Sant_Boi _bckp","SICE_312927_Neo_10M_Sant_Boi _bckp","","","Disponible","3"
"SIERRA HELADA Benidorm caseta ayuntamiento","SIERRA HELADA Benidorm caseta ayuntamiento","216232_Callosa_wifi","216232_Callosa_wifi","","","Pausado","8"
"SIERRA HELADA Benidorm caseta ayuntamiento","SIERRA HELADA Benidorm caseta ayuntamiento","AGW_BENIDORM_02","AGW_BENIDORM_02","","","Disponible","3"
"SIERRA HELADA Benidorm caseta ayuntamiento","SIERRA HELADA Benidorm caseta ayuntamiento","331260_Telerent","331260_Telerent","","","Disponible","3"
"SIERRA HELADA Benidorm CT Abertis","SIERRA HELADA Benidorm CT Abertis","333966_Bonanetto","333966_Bonanetto","","","Disponible","3"
"SIERRA HELADA Benidorm CT Abertis","SIERRA HELADA Benidorm CT Abertis","AGW_BENIDORM_01","AGW_BENIDORM_01","","","Disponible","3"
"SISTEMA","SISTEMA","SNMP_FTP","SNMP_FTP","","","Disponible","3"
"SMARTBOX","SMARTBOX","Weekender_C322268 (322268_SMARTBOX_10Mbps) [Cisco IOS Cisco Device]","Weekender_C322268 (322268_SMARTBOX_10Mbps) [Cisco IOS Cisco Device]","","","Pausado","8"
"SOCIEDAD DE CARTERA ZESTOA","SOCIEDAD DE CARTERA ZESTOA","F39951 ZESTOA ITZIAR 10M Cellnex","F39951 ZESTOA ITZIAR 10M Cellnex","","","Disponible","3"
"SOCIEDAD DE CARTERA ZESTOA","SOCIEDAD DE CARTERA ZESTOA","F39951 ZESTOA SALVATIERRA 10M ORLA Sarenet","F39951 ZESTOA SALVATIERRA 10M ORLA Sarenet","","","Disponible","3"
"SOCIEDAD DE INFORMES DE RIESGO DE INCIDENCIAS S.L.","SOCIEDAD DE INFORMES DE RIESGO DE INCIDENCIAS S.L.","Sociedad_Informes_FTTH_Sarenet_335581 (SOCIEDAD DE INFORMES DE RIESGO DE INCIDENCIAS) [Cisco Device]","Sociedad_Informes_FTTH_Sarenet_335581 (SOCIEDAD DE INFORMES DE RIESGO DE INCIDENCIAS) [Cisco Device]","","","Pausado","8"
"SOLUSOFT S.L","SOLUSOFT S.L","87.124.169.59 (1-8PTSZ_Solusoft) [Webserver]","87.124.169.59 (1-8PTSZ_Solusoft) [Webserver]","","","Disponible","3"
"SONIFER","SONIFER","10.97.10.197 (Router Sonifer) [Webserver]","10.97.10.197 (Router Sonifer) [Webserver]","","","Disponible","3"
"SONIFER","SONIFER","CEA Ricote - Sonifer","CEA Ricote - Sonifer","","","Disponible","3"
"SONIFER","SONIFER","10.97.253.9 (Sonifer - CEA Ricote) [Webserver]","10.97.253.9 (Sonifer - CEA Ricote) [Webserver]","","","Disponible","3"
"SOPENSA","SOPENSA","FTTH_Colegio_COAS","FTTH_Colegio_COAS","","","Disponible","3"
"SOPENSA","SOPENSA","330844_Colegio_Umendi","330844_Colegio_Umendi","","","Disponible","3"
"SOPENSA","SOPENSA","330844_Colegio_Munabe_10M","330844_Colegio_Munabe_10M","","","Disponible","3"
"SOPENSA","SOPENSA","330844_SOPENSA_COLEGIO_COAS","330844_SOPENSA_COLEGIO_COAS","","","Pausado","8"
"SOPENSA","SOPENSA","330844_Colegio_Ayalde","330844_Colegio_Ayalde","","","Pausado","8"
"SSAB SWEDISH STEEL SL","SSAB SWEDISH STEEL SL","338502_SSAB","338502_SSAB","","","Disponible","3"
"SUMINISTROS BREA S.L.","SUMINISTROS BREA S.L.","1-AOCOF_Suministros_Brea","1-AOCOF_Suministros_Brea","","","Disponible","3"
"SUMINISTROS INDUSTRIALES NOVASUR","SUMINISTROS INDUSTRIALES NOVASUR","323068_Suministros_industriales_Novasur","323068_Suministros_industriales_Novasur","","","Disponible","3"
"Suministros Industriales Txofre","Suministros Industriales Txofre","212.230.123.24 (Suministros Industriales Txofre)","212.230.123.24 (Suministros Industriales Txofre)","","","Pausado","8"
"SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","334994_Suministros_industriales Mas Data Radio","334994_Suministros_industriales Mas Data Radio","","","Disponible","3"
"SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","Antena_Cliente","Antena_Cliente","","","Disponible","3"
"SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","334994_suministros_industriales_y_ferreterias_ramon_y_alvarez","334994_suministros_industriales_y_ferreterias_ramon_y_alvarez","","","Disponible","3"
"SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","SUMINISTROS INDUSTRIALES Y FERRETERIAS RAMON Y ALVAREZ SA","F33630_Suministros_Industriales_y_Ferreterias_Ramon_Alvarez","F33630_Suministros_Industriales_y_Ferreterias_Ramon_Alvarez","","","Pausado","8"
"Sur Andalucía de Telecomunicaciones","Sur Andalucía de Telecomunicaciones","Sur Andalucia - CEX Valencina","Sur Andalucia - CEX Valencina","","","Disponible","3"
"Sur Andalucía de Telecomunicaciones","Sur Andalucía de Telecomunicaciones","sw216460_Sur_Andalucia","sw216460_Sur_Andalucia","","","Disponible","3"
"Sur Andalucía de Telecomunicaciones","Sur Andalucía de Telecomunicaciones","CEX Valencina - Sur Andalucia","CEX Valencina - Sur Andalucia","","","Disponible","3"
